"","term","estimate","std.error","statistic","p.value","conf.low","conf.high"
"1","CFH",-0.114240095733442,0.251792900300969,-0.453706580276449,0.650040030126211,-0.607745111886225,0.379264920419342
"2","JDayF",0.0104867539686292,0.0054725764939614,1.91623707410952,0.055334926345661,-0.000239298862175668,0.021212806799434
